chr	start	end	gene	ID	ratio	predLargeSeg	segMean	predLargeCorrected	pvalRatioCorrected	perGeneEvaluation	pvalRatioGene	predPoint	predPointSusp	comments
chr4	1803553	1803683	FGFR3	AMPL7153129889	-0.0901598036370371	2	0.0063324617083182	2	0.146229834632377	1.5	0.0039604851100787	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	1806068	1806205	FGFR3	AMPL7153021994	NA	2	0.0063324617083182	2	0.146229834632377	1.5	0.0039604851100787	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	1807830	1807934	FGFR3	AMPL7153021957	-0.170890878591618	2	0.0063324617083182	2	0.146229834632377	1.5	0.0039604851100787	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55141001	55141132	PDGFRA	AMPL7154338435	0.21182728858576	2	0.0063324617083182	2	0.195837873659431	2	0.195837873659431	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55141127	55141247	PDGFRA	AMPL7158562435	0.0063324617083182	2	0.0063324617083182	2	0.195837873659431	2	0.195837873659431	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55144027	55144139	PDGFRA	AMPL7158536940	0.0271320457268921	2	0.0063324617083182	2	0.195837873659431	2	0.195837873659431	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55144087	55144214	PDGFRA	AMPL7158630701	0.00815889701517784	2	0.0063324617083182	2	0.195837873659431	2	0.195837873659431	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55151983	55152113	PDGFRA	AMPL7153402697	-0.000187763204440173	2	0.0063324617083182	2	0.195837873659431	2	0.195837873659431	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55152079	55152200	PDGFRA	AMPL7158562436	0.0368180541073689	2	0.0063324617083182	2	0.195837873659431	2	0.195837873659431	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55589743	55589879	KIT	AMPL7153048367.AMPL7161178196	NA	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55592006	55592112	KIT	AMPL7158630707	-0.0367885943277377	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55592041	55592155	KIT	AMPL7158630703	-0.0839131205868538	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55592150	55592251	KIT	AMPL7158630708	0.0623108401133203	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55593498	55593600	KIT	AMPL7153001777	0.0889904259389202	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55593600	55593725	KIT	AMPL7153001778	0.0241922049045917	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55594135	55594243	KIT	AMPL7153547213	0.0258804036493391	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55594243	55594350	KIT	AMPL7153171489	-0.0126823172696939	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55599230	55599356	KIT	AMPL7158630710	-0.0877917662107606	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55599340	55599456	KIT	AMPL7155741653	0.0278188548468104	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55602600	55602724	KIT	AMPL7158562441	0.0958302714469362	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr4	55602664	55602784	KIT	AMPL7158562437	0.0532557364468865	2	0.0063324617083182	2	0.890710890845592	2	0.890710890845592	NA	NA	SegRatio=0.01,AbsMeanSigma=0.06,pvalue=0.769335155469218,pvalueTTest=0.707024745430725,
chr7	55241600	55241688	EGFR	AMPL7154370557	-0.0846732583854298	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55241677	55241801	EGFR	AMPL7153032956	0.00111944947575328	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55242411	55242540	EGFR	CHP2_EGFR_5	-0.132246116332358	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55248956	55249084	EGFR	AMPL7153072051	-0.0146658252361208	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55249004	55249139	EGFR	AMPL7153033044	-0.134359612898319	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55249118	55249244	EGFR	AMPL7158526937	0.00478182233985625	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55259364	55259492	EGFR	AMPL7154370552	-0.128153404155139	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	55259481	55259578	EGFR	AMPL7154370553	-0.0817033708547784	2	0.00478182233985625	2	0.0194168846754608	2	0.0194168846754608	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116339602	116339701	MET	AMPL7153153148	0.299825809229147	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116339874	116339993	MET	AMPL7154267578	0.0551216182488148	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116340198	116340323	MET	AMPL7153153138	-0.174768516293365	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116411807	116411926	MET	AMPL7160517820	-0.150370175319516	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116411897	116412016	MET	AMPL7156899873	0.0708599863024691	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116411963	116412087	MET	AMPL7160130873	0.0709656738307732	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116414910	116415021	MET	AMPL7158527795	0.102195193871003	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116415000	116415125	MET	AMPL7154099216	0.0867813414150553	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116415070	116415179	MET	AMPL7158527377	-0.0622320129169759	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116417424	116417542	MET	AMPL7158630711	-0.140371323490839	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116418725	116418850	MET	AMPL7158526957	0.061506789893926	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116418836	116418960	MET	AMPL7154089705	0.0504474619104381	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116418890	116419015	MET	AMPL7156051190	0.089390357990507	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116419013	116419132	MET	AMPL7158526958	0.0555175981262808	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116421939	116422056	MET	AMPL7158527378	NA	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116422040	116422161	MET	AMPL7153359870	-0.101658507130025	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116423279	116423379	MET	AMPL7158526959	-0.0124532130774045	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116423375	116423495	MET	AMPL7158482828	-0.129212410710339	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116423417	116423532	MET	AMPL7158527796	0.00694166767741983	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116435688	116435812	MET	AMPL7158526960	-0.0309639574627342	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	116435803	116435917	MET	AMPL7158527379	-0.0170396519987524	2	0.00478182233985625	2	0.407572611978014	2	0.407572611978014	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	140453100	140453223	BRAF	AMPL7153120640	-0.165421359194962	2	0.00478182233985625	2	0.140521254145058	2	0.140521254145058	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	140481361	140481459	BRAF	AMPL7153002468	-0.0616722346088678	2	0.00478182233985625	2	0.140521254145058	2	0.140521254145058	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr7	140481391	140481512	BRAF	AMPL7153002469	-0.259207986881158	2	0.00478182233985625	2	0.140521254145058	2	0.140521254145058	NA	NA	SegRatio=0,AbsMeanSigma=0.17,pvalue=0.347182301570632,pvalueTTest=0.428045036917588,
chr10	123247455	123247583	FGFR2	AMPL7158630712	-0.220052636457753	2	0.0910192358514052	2	0.588133746813916	2	0.588133746813916	NA	NA	SegRatio=0.09,AbsMeanSigma=0.63,pvalue=0.27479028991794,pvalueTTest=0.588133746813916,
chr10	123257970	123258092	FGFR2	AMPL7153153163	-0.196013443496146	2	0.0910192358514052	2	0.588133746813916	2	0.588133746813916	NA	NA	SegRatio=0.09,AbsMeanSigma=0.63,pvalue=0.27479028991794,pvalueTTest=0.588133746813916,
chr10	123279640	123279768	FGFR2	AMPL7154699043	0.0910192358514052	2	0.0910192358514052	2	0.588133746813916	2	0.588133746813916	NA	NA	SegRatio=0.09,AbsMeanSigma=0.63,pvalue=0.27479028991794,pvalueTTest=0.588133746813916,
chr11	533380	533516	HRAS	AMPL7152996928	NA	2	0.0947384374641859	2	0.198998655695896	2	0.198998655695896	NA	NA	SegRatio=0.09,AbsMeanSigma=0.91,pvalue=0.0420951533164811,pvalueTTest=0.198998655695896,
chr11	533482	533599	HRAS	AMPL7153380529	0.0947384374641859	2	0.0947384374641859	2	0.198998655695896	2	0.198998655695896	NA	NA	SegRatio=0.09,AbsMeanSigma=0.91,pvalue=0.0420951533164811,pvalueTTest=0.198998655695896,
chr11	533557	533668	HRAS	AMPL7158527827	-0.0203588639319788	2	0.0947384374641859	2	0.198998655695896	2	0.198998655695896	NA	NA	SegRatio=0.09,AbsMeanSigma=0.91,pvalue=0.0420951533164811,pvalueTTest=0.198998655695896,
chr11	533807	533935	HRAS	AMPL7153120637	0.0903464640422621	2	0.0947384374641859	2	0.198998655695896	2	0.198998655695896	NA	NA	SegRatio=0.09,AbsMeanSigma=0.91,pvalue=0.0420951533164811,pvalueTTest=0.198998655695896,
chr11	534218	534348	HRAS	AMPL7153071863	0.171380178312396	2	0.0947384374641859	2	0.198998655695896	2	0.198998655695896	NA	NA	SegRatio=0.09,AbsMeanSigma=0.91,pvalue=0.0420951533164811,pvalueTTest=0.198998655695896,
chr12	25378549	25378658	KRAS	CHP2_KRAS_3	-0.0521943803091704	2	0.0023891129166248	2	0.225599613360718	2	0.225599613360718	NA	NA	SegRatio=0,AbsMeanSigma=0.47,pvalue=0.418728984859872,pvalueTTest=0.225599613360718,
chr12	25380256	25380364	KRAS	AMPL7153120649	-0.209672067302733	2	0.0023891129166248	2	0.225599613360718	2	0.225599613360718	NA	NA	SegRatio=0,AbsMeanSigma=0.47,pvalue=0.418728984859872,pvalueTTest=0.225599613360718,
chr12	25398186	25398304	KRAS	CHP2_KRAS_1	0.0023891129166248	2	0.0023891129166248	2	0.225599613360718	2	0.225599613360718	NA	NA	SegRatio=0,AbsMeanSigma=0.47,pvalue=0.418728984859872,pvalueTTest=0.225599613360718,
chr15	66727413	66727527	MAP2K1	AMPL7153154795	-0.0375862657559682	2	0.0597179215074302	2	0.519750948364667	2	0.519750948364667	NA	NA	SegRatio=0.06,AbsMeanSigma=0.23,pvalue=0.69410248305366,pvalueTTest=0.519750948364667,
chr15	66729054	66729179	MAP2K1	AMPL7153479447	0.0597179215074302	2	0.0597179215074302	2	0.519750948364667	2	0.519750948364667	NA	NA	SegRatio=0.06,AbsMeanSigma=0.23,pvalue=0.69410248305366,pvalueTTest=0.519750948364667,
chr15	66729097	66729224	MAP2K1	AMPL7153397966	0.0109352154495297	2	0.0597179215074302	2	0.519750948364667	2	0.519750948364667	NA	NA	SegRatio=0.06,AbsMeanSigma=0.23,pvalue=0.69410248305366,pvalueTTest=0.519750948364667,
chr17	37880970	37881096	ERBB2	AMPL7161740708	-0.281367728322469	2	0.00901171824946241	2	0.521748646939835	2	0.521748646939835	NA	NA	SegRatio=0.01,AbsMeanSigma=1.27,pvalue=0.0734530686652957,pvalueTTest=0.521748646939835,
chr17	37881095	37881180	ERBB2	AMPL7154858134	0.00901171824946241	2	0.00901171824946241	2	0.521748646939835	2	0.521748646939835	NA	NA	SegRatio=0.01,AbsMeanSigma=1.27,pvalue=0.0734530686652957,pvalueTTest=0.521748646939835,
