chr	start	end	gene	ID	ratio	predLargeSeg	segMean	predLargeCorrected	pvalRatioCorrected	perGeneEvaluation	pvalRatioGene	predPoint	predPointSusp	comments
chr4	55144027	55144139	PDGFRA	AMPL7158536940	0.0241832513142234	2	0.0153943428188474	2	0.227512868426638	2	0.227512868426638	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55144087	55144214	PDGFRA	AMPL7158630701	-0.101320427040685	2	0.0153943428188474	2	0.227512868426638	2	0.227512868426638	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55151983	55152113	PDGFRA	AMPL7153402697	0.0898650993700758	2	0.0153943428188474	2	0.227512868426638	2	0.227512868426638	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55152079	55152200	PDGFRA	AMPL7158562436	-0.0461062486013157	2	0.0153943428188474	2	0.227512868426638	2	0.227512868426638	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55589743	55589879	KIT	AMPL7153048367.AMPL7161178196	NA	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55592006	55592112	KIT	AMPL7158630707	-0.0297339341664536	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55592041	55592155	KIT	AMPL7158630703	-0.0609228071773341	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55592150	55592251	KIT	AMPL7158630708	-0.191583924506363	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55593498	55593600	KIT	AMPL7153001777	-0.0582699632866819	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55593600	55593725	KIT	AMPL7153001778	0.0268921276035667	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55594135	55594243	KIT	AMPL7153547213	0.0461410894870276	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55594243	55594350	KIT	AMPL7153171489	-0.175983020102032	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55599230	55599356	KIT	AMPL7158630710	0.0743265495420722	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55599340	55599456	KIT	AMPL7155741653	-0.0460845365970579	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55602600	55602724	KIT	AMPL7158562441	-0.0442363206066369	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr4	55602664	55602784	KIT	AMPL7158562437	0.0153943428188474	2	0.0153943428188474	2	0.185030117895621	2	0.185030117895621	NA	NA	SegRatio=0.02,AbsMeanSigma=0.04,pvalue=0.847307201441645,pvalueTTest=0.835056579916019,
chr7	55241600	55241688	EGFR	AMPL7154370557	0.18651622217979	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55241677	55241801	EGFR	AMPL7153032956	0.383756434551684	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55242411	55242540	EGFR	CHP2_EGFR_5	0.0232792958059625	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55248956	55249084	EGFR	AMPL7153072051	0.0413758907327386	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55249004	55249139	EGFR	AMPL7153033044	0.0155076968429901	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55249118	55249244	EGFR	AMPL7158526937	0.0690323865747636	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55259364	55259492	EGFR	AMPL7154370552	0.1596770709928	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	55259481	55259578	EGFR	AMPL7154370553	-0.0379409971707227	2	0.0405117849106228	2	0.0339473323991528	2	0.0339473323991528	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116339602	116339701	MET	AMPL7153153148	-0.0664939232133853	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116339874	116339993	MET	AMPL7154267578	0.151479622296318	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116340198	116340323	MET	AMPL7153153138	0.0345814398765953	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116411807	116411926	MET	AMPL7160517820	0.143834862074303	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116411897	116412016	MET	AMPL7156899873	-0.571832134377318	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	q-value=3.66574813641024e-10, copies=1	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116411963	116412087	MET	AMPL7160130873	0.0405117849106228	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116414910	116415021	MET	AMPL7158527795	0.0511327954035493	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116415000	116415125	MET	AMPL7154099216	-0.0410456269264617	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116415070	116415179	MET	AMPL7158527377	0.0752543583497076	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116417424	116417542	MET	AMPL7158630711	0.0629525954401691	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116418725	116418850	MET	AMPL7158526957	0.0673232455040258	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116418836	116418960	MET	AMPL7154089705	0.0756568367003409	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116418890	116419015	MET	AMPL7156051190	-0.0560902086400958	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116419013	116419132	MET	AMPL7158526958	0.152872381863793	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116421939	116422056	MET	AMPL7158527378	NA	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116422040	116422161	MET	AMPL7153359870	-0.0115240521931684	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116423279	116423379	MET	AMPL7158526959	-0.0442773287814023	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116423375	116423495	MET	AMPL7158482828	0.0311941383210286	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116423417	116423532	MET	AMPL7158527796	0.0854169829987805	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116435688	116435812	MET	AMPL7158526960	0.233749013911235	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	116435803	116435917	MET	AMPL7158527379	0.12154611071675	2	0.0405117849106228	2	0.711880217992265	2	0.711880217992265	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	140453100	140453223	BRAF	AMPL7153120640	-0.124521111398316	2	0.0405117849106228	2	0.0674720924104094	2	0.0674720924104094	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	140481361	140481459	BRAF	AMPL7153002468	-0.0760400821809696	2	0.0405117849106228	2	0.0674720924104094	2	0.0674720924104094	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr7	140481391	140481512	BRAF	AMPL7153002469	-0.154984792430098	2	0.0405117849106228	2	0.0674720924104094	2	0.0674720924104094	NA	NA	SegRatio=0.04,AbsMeanSigma=0.25,pvalue=0.164105143099263,pvalueTTest=0.409595962947843,
chr10	123247455	123247583	FGFR2	AMPL7158630712	-0.152887232433898	2	-0.0571105304595132	2	0.10501571327142	2	0.10501571327142	NA	NA	SegRatio=-0.06,AbsMeanSigma=1.27,pvalue=0.0284065864927195,pvalueTTest=0.10501571327142,
chr10	123257970	123258092	FGFR2	AMPL7153153163	-0.203428009969343	2	-0.0571105304595132	2	0.10501571327142	2	0.10501571327142	NA	NA	SegRatio=-0.06,AbsMeanSigma=1.27,pvalue=0.0284065864927195,pvalueTTest=0.10501571327142,
chr10	123279640	123279768	FGFR2	AMPL7154699043	-0.0571105304595132	2	-0.0571105304595132	2	0.10501571327142	2	0.10501571327142	NA	NA	SegRatio=-0.06,AbsMeanSigma=1.27,pvalue=0.0284065864927195,pvalueTTest=0.10501571327142,
chr11	533380	533516	HRAS	AMPL7152996928	NA	2	-0.119757234979641	2	0.352720491488494	2	0.352720491488494	NA	NA	SegRatio=-0.12,AbsMeanSigma=0.69,pvalue=0.120568287070266,pvalueTTest=0.352720491488494,
chr11	533482	533599	HRAS	AMPL7153380529	-0.178740622447964	2	-0.119757234979641	2	0.352720491488494	2	0.352720491488494	NA	NA	SegRatio=-0.12,AbsMeanSigma=0.69,pvalue=0.120568287070266,pvalueTTest=0.352720491488494,
chr11	533557	533668	HRAS	AMPL7158527827	-0.123304597156905	2	-0.119757234979641	2	0.352720491488494	2	0.352720491488494	NA	NA	SegRatio=-0.12,AbsMeanSigma=0.69,pvalue=0.120568287070266,pvalueTTest=0.352720491488494,
chr11	533807	533935	HRAS	AMPL7153120637	-0.119757234979641	2	-0.119757234979641	2	0.352720491488494	2	0.352720491488494	NA	NA	SegRatio=-0.12,AbsMeanSigma=0.69,pvalue=0.120568287070266,pvalueTTest=0.352720491488494,
chr11	534218	534348	HRAS	AMPL7153071863	0.0727875932841847	2	-0.119757234979641	2	0.352720491488494	2	0.352720491488494	NA	NA	SegRatio=-0.12,AbsMeanSigma=0.69,pvalue=0.120568287070266,pvalueTTest=0.352720491488494,
chr12	25378549	25378658	KRAS	CHP2_KRAS_3	0.160878394983221	2	-0.162526466855768	2	0.877494746851807	2	0.877494746851807	NA	NA	SegRatio=-0.16,AbsMeanSigma=0.18,pvalue=0.754567438882795,pvalueTTest=0.877494746851807,
chr12	25380256	25380364	KRAS	AMPL7153120649	-0.0681045888499967	2	-0.162526466855768	2	0.877494746851807	2	0.877494746851807	NA	NA	SegRatio=-0.16,AbsMeanSigma=0.18,pvalue=0.754567438882795,pvalueTTest=0.877494746851807,
chr12	25398186	25398304	KRAS	CHP2_KRAS_1	-0.162526466855768	2	-0.162526466855768	2	0.877494746851807	2	0.877494746851807	NA	NA	SegRatio=-0.16,AbsMeanSigma=0.18,pvalue=0.754567438882795,pvalueTTest=0.877494746851807,
chr15	66727413	66727527	MAP2K1	AMPL7153154795	-0.109162871916927	2	-0.270732759198353	2	0.176599565725492	2	0.176599565725492	NA	NA	SegRatio=-0.27,AbsMeanSigma=1.89,pvalue=0.00105427820494148,pvalueTTest=0.176599565725492,Adjusted:byPvalueTTestRatio;
chr15	66729054	66729179	MAP2K1	AMPL7153479447	-0.270732759198353	2	-0.270732759198353	2	0.176599565725492	2	0.176599565725492	NA	NA	SegRatio=-0.27,AbsMeanSigma=1.89,pvalue=0.00105427820494148,pvalueTTest=0.176599565725492,Adjusted:byPvalueTTestRatio;
chr15	66729097	66729224	MAP2K1	AMPL7153397966	-0.162992619482963	2	-0.270732759198353	2	0.176599565725492	2	0.176599565725492	NA	NA	SegRatio=-0.27,AbsMeanSigma=1.89,pvalue=0.00105427820494148,pvalueTTest=0.176599565725492,Adjusted:byPvalueTTestRatio;
chr17	37880970	37881096	ERBB2	AMPL7161740708	-0.288638438280311	2	-0.186559078598989	2	0.115628889080085	2	0.115628889080085	NA	NA	SegRatio=-0.19,AbsMeanSigma=2.33,pvalue=0.000966858326170956,pvalueTTest=0.115628889080085,Adjusted:byPvalueTTestRatio;
chr17	37881095	37881180	ERBB2	AMPL7154858134	-0.186559078598989	2	-0.186559078598989	2	0.115628889080085	2	0.115628889080085	NA	NA	SegRatio=-0.19,AbsMeanSigma=2.33,pvalue=0.000966858326170956,pvalueTTest=0.115628889080085,Adjusted:byPvalueTTestRatio;
